filename,width,height,class,xmin,ymin,xmax,ymax
spermJoin_mp4-573_jpg.rf.fa223a2e885ac9a30dc3fe20e1116390.jpg,640,640,Sperms,499,231,516,253
spermJoin_mp4-573_jpg.rf.fa223a2e885ac9a30dc3fe20e1116390.jpg,640,640,Sperms,590,157,607,178
spermJoin_mp4-573_jpg.rf.fa223a2e885ac9a30dc3fe20e1116390.jpg,640,640,Sperms,302,340,317,363
spermJoin_mp4-573_jpg.rf.fa223a2e885ac9a30dc3fe20e1116390.jpg,640,640,Sperms,572,459,589,482
spermJoin_mp4-573_jpg.rf.fa223a2e885ac9a30dc3fe20e1116390.jpg,640,640,Sperms,243,34,260,57
spermJoin_mp4-573_jpg.rf.fa223a2e885ac9a30dc3fe20e1116390.jpg,640,640,Sperms,334,228,349,252
spermJoin_mp4-573_jpg.rf.fa223a2e885ac9a30dc3fe20e1116390.jpg,640,640,Sperms,313,110,328,131
spermJoin_mp4-573_jpg.rf.fa223a2e885ac9a30dc3fe20e1116390.jpg,640,640,Sperms,279,93,296,116
spermJoin_mp4-573_jpg.rf.fa223a2e885ac9a30dc3fe20e1116390.jpg,640,640,Sperms,267,185,285,203
spermJoin_mp4-573_jpg.rf.fa223a2e885ac9a30dc3fe20e1116390.jpg,640,640,Sperms,481,313,502,342
spermJoin_mp4-573_jpg.rf.fa223a2e885ac9a30dc3fe20e1116390.jpg,640,640,Sperms,318,13,336,33
spermJoin_mp4-1180_jpg.rf.f8481eb1304876c1a9898a9fbc509a9f.jpg,640,640,Sperms,528,0,543,18
spermJoin_mp4-1180_jpg.rf.f8481eb1304876c1a9898a9fbc509a9f.jpg,640,640,Sperms,328,549,345,572
spermJoin_mp4-1180_jpg.rf.f8481eb1304876c1a9898a9fbc509a9f.jpg,640,640,Sperms,549,97,567,118
spermJoin_mp4-1180_jpg.rf.f8481eb1304876c1a9898a9fbc509a9f.jpg,640,640,Sperms,523,151,538,172
spermJoin_mp4-1180_jpg.rf.f8481eb1304876c1a9898a9fbc509a9f.jpg,640,640,Sperms,575,482,592,505
spermJoin_mp4-1180_jpg.rf.f8481eb1304876c1a9898a9fbc509a9f.jpg,640,640,Sperms,282,609,297,630
spermJoin_mp4-1180_jpg.rf.f8481eb1304876c1a9898a9fbc509a9f.jpg,640,640,Sperms,379,19,393,39
spermJoin_mp4-1180_jpg.rf.f8481eb1304876c1a9898a9fbc509a9f.jpg,640,640,Sperms,181,328,198,351
spermJoin_mp4-1180_jpg.rf.f8481eb1304876c1a9898a9fbc509a9f.jpg,640,640,Sperms,486,12,502,35
spermJoin_mp4-1180_jpg.rf.f8481eb1304876c1a9898a9fbc509a9f.jpg,640,640,Sperms,469,497,483,516
spermJoin_mp4-1180_jpg.rf.f8481eb1304876c1a9898a9fbc509a9f.jpg,640,640,Sperms,581,280,598,303
spermJoin_mp4-1180_jpg.rf.f8481eb1304876c1a9898a9fbc509a9f.jpg,640,640,Sperms,97,550,113,569
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,264,108,282,128
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,433,316,449,337
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,506,477,522,499
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,58,548,74,569
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,313,587,331,609
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,69,482,85,504
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,466,440,483,461
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,107,237,124,256
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,427,97,442,121
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,520,354,538,375
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,319,83,336,102
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,606,385,622,407
spermJoin_mp4-1251_jpg.rf.fad9ec4dc3bb1d95adc6e35700380eb6.jpg,640,640,Sperms,1,163,16,182
spermJoin_mp4-155_jpg.rf.f76e36a546a0dc3284d8599cd6fe87bb.jpg,640,640,Sperms,51,28,66,48
spermJoin_mp4-155_jpg.rf.f76e36a546a0dc3284d8599cd6fe87bb.jpg,640,640,Sperms,214,445,231,467
spermJoin_mp4-155_jpg.rf.f76e36a546a0dc3284d8599cd6fe87bb.jpg,640,640,Sperms,149,229,168,251
spermJoin_mp4-155_jpg.rf.f76e36a546a0dc3284d8599cd6fe87bb.jpg,640,640,Sperms,317,92,331,112
spermJoin_mp4-155_jpg.rf.f76e36a546a0dc3284d8599cd6fe87bb.jpg,640,640,Sperms,169,450,182,470
spermJoin_mp4-155_jpg.rf.f76e36a546a0dc3284d8599cd6fe87bb.jpg,640,640,Sperms,252,433,261,451
spermJoin_mp4-155_jpg.rf.f76e36a546a0dc3284d8599cd6fe87bb.jpg,640,640,Sperms,257,444,267,461
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,200,103,216,123
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,519,412,536,433
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,507,477,523,499
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,258,536,274,555
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,58,548,75,569
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,345,581,361,603
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,437,420,455,440
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,69,482,85,504
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,427,98,441,121
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,106,237,124,256
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,603,386,618,406
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,520,355,538,375
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,582,570,598,592
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,320,84,337,103
spermJoin_mp4-1261_jpg.rf.fc5cfa6f947194adae6f58bc9d4ccf70.jpg,640,640,Sperms,1,163,16,182
spermJoin_mp4-1225_jpg.rf.fb915ae8120f7a134c20f1849735af1d.jpg,640,640,Sperms,378,19,393,41
spermJoin_mp4-1225_jpg.rf.fb915ae8120f7a134c20f1849735af1d.jpg,640,640,Sperms,328,548,345,572
spermJoin_mp4-1225_jpg.rf.fb915ae8120f7a134c20f1849735af1d.jpg,640,640,Sperms,369,159,387,184
spermJoin_mp4-1225_jpg.rf.fb915ae8120f7a134c20f1849735af1d.jpg,640,640,Sperms,283,631,298,640
spermJoin_mp4-1225_jpg.rf.fb915ae8120f7a134c20f1849735af1d.jpg,640,640,Sperms,523,151,539,173
spermJoin_mp4-1225_jpg.rf.fb915ae8120f7a134c20f1849735af1d.jpg,640,640,Sperms,546,90,563,108
spermJoin_mp4-1225_jpg.rf.fb915ae8120f7a134c20f1849735af1d.jpg,640,640,Sperms,469,497,483,516
spermJoin_mp4-1225_jpg.rf.fb915ae8120f7a134c20f1849735af1d.jpg,640,640,Sperms,96,550,111,568
spermJoin_mp4-1225_jpg.rf.fb915ae8120f7a134c20f1849735af1d.jpg,640,640,Sperms,548,311,565,332
spermJoin_mp4-1225_jpg.rf.fb915ae8120f7a134c20f1849735af1d.jpg,640,640,Sperms,69,558,86,583
spermJoin_mp4-1225_jpg.rf.fb915ae8120f7a134c20f1849735af1d.jpg,640,640,Sperms,550,80,568,98
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,490,29,505,51
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,377,197,393,218
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,391,397,408,417
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,574,62,592,85
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,241,370,256,391
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,484,560,500,583
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,423,128,439,151
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,107,231,124,251
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,482,484,500,505
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,190,348,210,371
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,222,252,240,273
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,610,287,626,309
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,173,208,188,230
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,8,31,22,52
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,488,375,505,399
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,615,194,632,216
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,556,29,572,48
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,42,246,57,267
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,608,631,627,640
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,384,551,403,571
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,352,183,372,211
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,585,398,605,424
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,62,612,79,631
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,531,578,548,597
spermJoin_mp4-950_jpg.rf.fc778b3fcf972c9e85c0bd3ff2a4777e.jpg,640,640,Sperms,584,558,599,583
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,82,464,97,482
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,602,386,618,408
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,51,456,66,475
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,256,473,273,493
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,134,541,151,562
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,318,420,334,440
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,520,355,539,375
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,319,83,336,104
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,499,478,514,500
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,110,217,126,235
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,431,98,446,123
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,58,543,73,565
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,62,329,79,352
spermJoin_mp4-1374_jpg.rf.fb1a4206bcce0174a076ad17b52cb5cd.jpg,640,640,Sperms,4,157,20,177
spermJoin_mp4-377_jpg.rf.fb4ca7c5d304f2bd4d21e2182cdf43d4.jpg,640,640,Sperms,332,517,348,539
spermJoin_mp4-377_jpg.rf.fb4ca7c5d304f2bd4d21e2182cdf43d4.jpg,640,640,Sperms,494,84,509,107
spermJoin_mp4-377_jpg.rf.fb4ca7c5d304f2bd4d21e2182cdf43d4.jpg,640,640,Sperms,560,207,578,228
spermJoin_mp4-377_jpg.rf.fb4ca7c5d304f2bd4d21e2182cdf43d4.jpg,640,640,Sperms,105,275,123,297
spermJoin_mp4-377_jpg.rf.fb4ca7c5d304f2bd4d21e2182cdf43d4.jpg,640,640,Sperms,248,578,262,598
spermJoin_mp4-903_jpg.rf.f8d35d6a4bbced063d17919b01b4e543.jpg,640,640,Sperms,602,232,617,251
spermJoin_mp4-903_jpg.rf.f8d35d6a4bbced063d17919b01b4e543.jpg,640,640,Sperms,519,323,536,346
spermJoin_mp4-903_jpg.rf.f8d35d6a4bbced063d17919b01b4e543.jpg,640,640,Sperms,183,202,199,224
spermJoin_mp4-903_jpg.rf.f8d35d6a4bbced063d17919b01b4e543.jpg,640,640,Sperms,61,363,76,384
spermJoin_mp4-903_jpg.rf.f8d35d6a4bbced063d17919b01b4e543.jpg,640,640,Sperms,115,79,131,98
spermJoin_mp4-903_jpg.rf.f8d35d6a4bbced063d17919b01b4e543.jpg,640,640,Sperms,56,395,72,418
spermJoin_mp4-903_jpg.rf.f8d35d6a4bbced063d17919b01b4e543.jpg,640,640,Sperms,520,203,541,224
spermJoin_mp4-903_jpg.rf.f8d35d6a4bbced063d17919b01b4e543.jpg,640,640,Sperms,0,174,13,195
spermJoin_mp4-903_jpg.rf.f8d35d6a4bbced063d17919b01b4e543.jpg,640,640,Sperms,7,13,22,30
spermJoin_mp4-903_jpg.rf.f8d35d6a4bbced063d17919b01b4e543.jpg,640,640,Sperms,61,206,76,230
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,386,439,404,458
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,513,229,532,251
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,513,327,530,351
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,624,407,640,430
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,310,452,326,473
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,298,480,316,500
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,147,523,165,547
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,304,181,320,202
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,131,589,151,613
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,338,295,352,316
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,260,177,275,200
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,367,336,382,358
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,413,263,429,284
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,220,182,235,204
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,565,344,585,365
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,419,370,434,392
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,598,247,613,268
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,234,197,249,222
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,213,394,227,415
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,0,12,9,32
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,464,171,481,196
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,615,141,632,165
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,240,262,256,284
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,216,499,232,522
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,452,67,469,90
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,287,362,302,382
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,613,618,631,640
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,89,244,104,264
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,371,530,386,552
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,271,139,285,159
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,177,313,193,333
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,628,240,640,259
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,0,426,6,449
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,274,124,288,147
spermJoin_mp4-808_jpg.rf.fcbc763e4d43d8d8e363c59ab47878bc.jpg,640,640,Sperms,76,247,91,268
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,457,327,471,347
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,495,101,512,121
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,509,421,523,443
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,553,443,565,463
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,213,523,229,544
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,51,16,68,35
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,16,242,33,261
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,291,57,307,80
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,246,49,261,70
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,571,314,587,338
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,142,578,158,601
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,390,530,406,549
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,481,475,495,495
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,105,551,123,572
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,322,175,338,198
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,580,251,594,269
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,64,159,83,179
spermJoin_mp4-1060_jpg.rf.f9bf3714521b2089ed836839d54f97a6.jpg,640,640,Sperms,532,412,550,430
spermJoin_mp4-72_jpg.rf.f97a9f3bf054164d1b1b9b38966117b8.jpg,640,640,Sperms,482,32,498,52
spermJoin_mp4-72_jpg.rf.f97a9f3bf054164d1b1b9b38966117b8.jpg,640,640,Sperms,510,121,526,139
spermJoin_mp4-72_jpg.rf.f97a9f3bf054164d1b1b9b38966117b8.jpg,640,640,Sperms,89,292,108,318
spermJoin_mp4-72_jpg.rf.f97a9f3bf054164d1b1b9b38966117b8.jpg,640,640,Sperms,75,261,89,281
spermJoin_mp4-72_jpg.rf.f97a9f3bf054164d1b1b9b38966117b8.jpg,640,640,Sperms,386,548,397,568
spermJoin_mp4-72_jpg.rf.f97a9f3bf054164d1b1b9b38966117b8.jpg,640,640,Sperms,557,588,572,606
spermJoin_mp4-72_jpg.rf.f97a9f3bf054164d1b1b9b38966117b8.jpg,640,640,Sperms,38,306,50,330
spermJoin_mp4-72_jpg.rf.f97a9f3bf054164d1b1b9b38966117b8.jpg,640,640,Sperms,386,48,401,67
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,583,476,601,500
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,550,255,569,278
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,414,85,434,107
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,478,95,498,117
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,0,334,20,357
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,222,466,240,490
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,64,615,85,640
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,522,317,543,343
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,537,95,558,120
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,284,517,303,541
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,282,438,302,465
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,462,218,480,244
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,495,66,518,95
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,506,287,523,308
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,361,280,380,303
spermJoin_mp4-96_jpg.rf.fd761cec0a5e24724f5287eb488041cd.jpg,640,640,Sperms,0,378,11,404
spermJoin_mp4-324_jpg.rf.fb9980ee73630f8a37549dd830b29a1f.jpg,640,640,Sperms,357,171,374,196
spermJoin_mp4-324_jpg.rf.fb9980ee73630f8a37549dd830b29a1f.jpg,640,640,Sperms,399,510,416,532
spermJoin_mp4-324_jpg.rf.fb9980ee73630f8a37549dd830b29a1f.jpg,640,640,Sperms,436,543,452,564
spermJoin_mp4-324_jpg.rf.fb9980ee73630f8a37549dd830b29a1f.jpg,640,640,Sperms,350,598,367,622
spermJoin_mp4-324_jpg.rf.fb9980ee73630f8a37549dd830b29a1f.jpg,640,640,Sperms,489,46,510,72
spermJoin_mp4-1195_jpg.rf.fc40c387534dd4253bc8c97b9a46f800.jpg,640,640,Sperms,545,92,563,113
spermJoin_mp4-1195_jpg.rf.fc40c387534dd4253bc8c97b9a46f800.jpg,640,640,Sperms,87,141,104,164
spermJoin_mp4-1195_jpg.rf.fc40c387534dd4253bc8c97b9a46f800.jpg,640,640,Sperms,283,621,299,640
spermJoin_mp4-1195_jpg.rf.fc40c387534dd4253bc8c97b9a46f800.jpg,640,640,Sperms,375,19,391,42
spermJoin_mp4-1195_jpg.rf.fc40c387534dd4253bc8c97b9a46f800.jpg,640,640,Sperms,327,548,345,572
spermJoin_mp4-1195_jpg.rf.fc40c387534dd4253bc8c97b9a46f800.jpg,640,640,Sperms,522,152,537,174
spermJoin_mp4-1195_jpg.rf.fc40c387534dd4253bc8c97b9a46f800.jpg,640,640,Sperms,504,48,524,73
spermJoin_mp4-1195_jpg.rf.fc40c387534dd4253bc8c97b9a46f800.jpg,640,640,Sperms,245,528,262,551
spermJoin_mp4-1195_jpg.rf.fc40c387534dd4253bc8c97b9a46f800.jpg,640,640,Sperms,469,496,483,517
spermJoin_mp4-1195_jpg.rf.fc40c387534dd4253bc8c97b9a46f800.jpg,640,640,Sperms,569,297,587,320
spermJoin_mp4-1195_jpg.rf.fc40c387534dd4253bc8c97b9a46f800.jpg,640,640,Sperms,96,549,113,569
spermJoin_mp4-1195_jpg.rf.fc40c387534dd4253bc8c97b9a46f800.jpg,640,640,Sperms,102,629,121,640
spermJoin_mp4-1125_jpg.rf.fa1dfd999f823b62750b97b3a157ca04.jpg,640,640,Sperms,620,13,637,36
